allegation_id,race,allegation_category_id,judge,settlement_num
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86752,Hispanic,98,Pallmeyer,9500
86756,Black,75,Zagel,1800000
86756,Black,75,Zagel,1800000
86763,Black,107,Kendall,76500
86763,Black,107,Kendall,76500
86763,Black,107,Kendall,76500
86763,Black,107,Kendall,76500
86764,Black,75,Dow,58500
86765,Black,208,Norgle Sr.,60000
86765,Black,208,Norgle Sr.,60000
86766,"",108,Tharp,55000
86766,Black,108,Tharp,55000
86767,Black,204,Gettleman,25000
86767,Black,204,Gettleman,25000
86767,Black,204,Gettleman,25000
86767,Black,204,Gettleman,25000
86768,Black,75,Manning,27500
86769,Black,204,Darrah,5000
86769,Black,204,Darrah,5000
86772,Black,204,Zagel,15000
86772,Black,204,Zagel,15000
86772,Black,204,Zagel,15000
86773,Black,204,"",50000
86773,Black,204,"",50000
86773,Black,204,"",50000
86775,Hispanic,204,Lorna E. Propes,4500000
86775,Hispanic,204,Lorna E. Propes,4500000
86776,Hispanic,204,Diane M. Shelley,340000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86781,Black,71,Coleman,1000
86783,Black,92,Kennelly,250000
86783,Black,92,Kennelly,250000
86785,White,71,Shadur,6000
86786,Black,204,"",103630
86787,Black,72,Marovich,7500
86787,Black,72,Marovich,7500
86787,Black,72,Marovich,7500
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,31,"",6000
86792,Black,105,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86792,Black,98,"",6000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86795,Black,98,Der-Yeghiayan,375000
86797,Black,75,Hart,2500
86797,Black,75,Hart,2500
86797,Black,75,Hart,2500
86797,Black,75,Hart,2500
86797,Black,75,Hart,2500
86797,Black,75,Hart,2500
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,99,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,99,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,99,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,99,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,98,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Black,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,99,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,98,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86802,Hispanic,112,Coleman,128171
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86804,Black,98,Coleman,50000
86805,Black,99,Kendall,6875000
86805,Black,99,Kendall,6875000
86805,Black,99,Kendall,6875000
86805,Black,99,Kendall,6875000
86808,Black,94,Shadur,120000
86808,Black,94,Shadur,120000
86808,White,94,Shadur,120000
86808,White,94,Shadur,120000
86808,White,94,Shadur,120000
86808,White,94,Shadur,120000
86808,Black,94,Shadur,120000
86808,Black,94,Shadur,120000
86810,Black,208,Dow Jr.,13500
86811,Black,204,Bucklo,52643
86811,Black,204,Bucklo,52643
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86815,Black,98,Holderman,80000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86816,Black,108,Tharp,45000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86817,Black,98,Shadur,8000
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86819,Black,98,Zagel,42500
86820,Black,75,Nordberg,85000
86820,Black,75,Nordberg,85000
86821,Black,110,Conlon,12961
86821,Black,110,Conlon,12961
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86823,Black,99,Dow Jr.,100000
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86825,White,108,Pallmeyer,87250
86826,Hispanic,99,Gottschall,50000
86826,Hispanic,99,Gottschall,50000
86826,Hispanic,99,Gottschall,50000
86826,Hispanic,99,Gottschall,50000
86828,Black,72,Pallmeyer,17000
86828,Black,72,Pallmeyer,17000
86828,Black,72,Pallmeyer,17000
86828,Black,72,Pallmeyer,17000
86831,White,70,Guzman,125000
86831,White,70,Guzman,125000
86831,White,70,Guzman,125000
86831,White,70,Guzman,125000
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86833,Black,70,Norgle,69500
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86837,Black,110,Zagel,10000
86838,"",48,Bucklo,30000
