allegation_id,race,primary_cause,judge,settlement_num
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86752,Hispanic,Extended detention,Pallmeyer,9500
86756,Black,Excessive force,Zagel,1800000
86756,Black,Excessive force,Zagel,1800000
86763,Black,False arrest,Kendall,76500
86763,Black,False arrest,Kendall,76500
86763,Black,False arrest,Kendall,76500
86763,Black,False arrest,Kendall,76500
86764,Black,Illegal search/seizure,Dow,58500
86765,Black,Excessive force-serious,Norgle Sr.,60000
86765,Black,Excessive force-serious,Norgle Sr.,60000
86766,"",Excessive force-minor,Tharp,55000
86766,Black,Excessive force-minor,Tharp,55000
86767,Black,False arrest,Gettleman,25000
86767,Black,False arrest,Gettleman,25000
86767,Black,False arrest,Gettleman,25000
86767,Black,False arrest,Gettleman,25000
86768,Black,Other police misconduct,Manning,27500
86769,Black,False arrest,Darrah,5000
86769,Black,False arrest,Darrah,5000
86772,Black,Illegal search/seizure,Zagel,15000
86772,Black,Illegal search/seizure,Zagel,15000
86772,Black,Illegal search/seizure,Zagel,15000
86773,Black,Illegal search/seizure,"",50000
86773,Black,Illegal search/seizure,"",50000
86773,Black,Illegal search/seizure,"",50000
86775,Hispanic,Excessive force-serious,Lorna E. Propes,4500000
86775,Hispanic,Excessive force-serious,Lorna E. Propes,4500000
86776,Hispanic,Malicious prosecution,Diane M. Shelley,340000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86781,Black,Excessive force,Coleman,1000
86783,Black,Extended detention,Kennelly,250000
86783,Black,Extended detention,Kennelly,250000
86785,White,Illegal search/seizure,Shadur,6000
86786,Black,False arrest,"",103630
86787,Black,Extended detention,Marovich,7500
86787,Black,Extended detention,Marovich,7500
86787,Black,Extended detention,Marovich,7500
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86792,Black,Excessive force-minor,"",6000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86795,Black,False arrest,Der-Yeghiayan,375000
86797,Black,Excessive force-minor,Hart,2500
86797,Black,Excessive force-minor,Hart,2500
86797,Black,Excessive force-minor,Hart,2500
86797,Black,Excessive force-minor,Hart,2500
86797,Black,Excessive force-minor,Hart,2500
86797,Black,Excessive force-minor,Hart,2500
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Black,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86802,Hispanic,False arrest,Coleman,128171
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86804,Black,False arrest,Coleman,50000
86805,Black,Reversed conviction,Kendall,6875000
86805,Black,Reversed conviction,Kendall,6875000
86805,Black,Reversed conviction,Kendall,6875000
86805,Black,Reversed conviction,Kendall,6875000
86808,Black,Excessive force-serious,Shadur,120000
86808,Black,Excessive force-serious,Shadur,120000
86808,White,Excessive force-serious,Shadur,120000
86808,White,Excessive force-serious,Shadur,120000
86808,White,Excessive force-serious,Shadur,120000
86808,White,Excessive force-serious,Shadur,120000
86808,Black,Excessive force-serious,Shadur,120000
86808,Black,Excessive force-serious,Shadur,120000
86810,Black,Extended detention,Dow Jr.,13500
86811,Black,False arrest,Bucklo,52643
86811,Black,False arrest,Bucklo,52643
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
86815,Black,Excessive force-serious,Holderman,80000
