56759,Black,No Action Taken
56761,Black,No Action Taken
56765,White,No Action Taken
56768,Asian/Pacific Islander,No Action Taken
56769,Hispanic,No Action Taken
56773,White,No Action Taken
56774,Black,No Action Taken
56776,Black,No Action Taken
56778,Black,No Action Taken
56782,Hispanic,No Action Taken
56783,Black,No Action Taken
56784,Black,No Action Taken
56789,Black,7 Day Suspension
56789,Black,No Action Taken
56789,Black,Resigned
56790,Black,No Action Taken
56794,Hispanic,No Action Taken
56796,Black,No Action Taken
56797,White,No Action Taken
56798,White,5 Day Suspension
56799,White,Reprimand
56800,Black,No Action Taken
56801,Black,No Action Taken
56802,Black,No Action Taken
56803,Black,No Action Taken
56805,Black,No Action Taken
56806,Hispanic,No Action Taken
56807,Hispanic,No Action Taken
56813,Black,3 Day Suspension
56813,Black,60 Day Suspension
56813,Black,Unknown
56814,Black,No Action Taken
56820,Black,No Action Taken
56822,White,No Action Taken
56823,Black,No Action Taken
56824,Black,No Action Taken
56827,Black,No Action Taken
56829,Black,1 Day Suspension
56832,Black,No Action Taken
56834,Black,No Action Taken
56835,Black,No Action Taken
56836,Black,No Action Taken
56839,Black,No Action Taken
56842,Black,No Action Taken
56843,Hispanic,No Action Taken
56843,White,No Action Taken
56846,Black,No Action Taken
56847,Black,No Action Taken
56849,Black,No Action Taken
56851,Black,No Action Taken
56852,Black,No Action Taken
56856,Black,No Action Taken
56864,Black,No Action Taken
56868,Hispanic,No Action Taken
56871,Asian/Pacific Islander,No Action Taken
56872,White,No Action Taken
56873,Black,No Action Taken
56874,White,No Action Taken
56876,Black,No Action Taken
56878,Black,Reinstated By Police Board
56878,Black,Unknown
56879,White,No Action Taken
56880,Black,No Action Taken
56881,Hispanic,No Action Taken
56882,Black,No Action Taken
56883,White,No Action Taken
56887,White,No Action Taken
56889,White,No Action Taken
56897,Hispanic,No Action Taken
56898,White,No Action Taken
56900,Black,No Action Taken
56902,Hispanic,No Action Taken
56905,Black,No Action Taken
56908,White,No Action Taken
56911,Black,No Action Taken
56914,Black,No Action Taken
56916,Black,No Action Taken
56917,Black,No Action Taken
56920,Black,No Action Taken
56921,Black,No Action Taken
56922,Black,No Action Taken
56924,Black,No Action Taken
56925,Black,No Action Taken
56929,Black,No Action Taken
56931,White,No Action Taken
56936,Black,No Action Taken
56937,Black,No Action Taken
56941,Black,No Action Taken
56944,Hispanic,No Action Taken
56947,Black,No Action Taken
56948,Black,No Action Taken
56951,Hispanic,No Action Taken
56952,Black,No Action Taken
56954,Black,No Action Taken
56957,Black,No Action Taken
56960,Black,No Action Taken
56963,Black,No Action Taken
56965,Black,No Action Taken
56966,Black,No Action Taken
56967,Black,No Action Taken
56971,Black,No Action Taken
56972,Black,No Action Taken
56973,Black,No Action Taken
56978,Black,No Action Taken
56980,Black,No Action Taken
56982,Black,No Action Taken
56983,Black,No Action Taken
56984,Asian/Pacific Islander,No Action Taken
56990,Black,No Action Taken
56991,Black,No Action Taken
56993,Black,No Action Taken
56994,White,No Action Taken
56995,Black,No Action Taken
56997,Black,No Action Taken
57001,Black,No Action Taken
57003,Black,No Action Taken
57004,Hispanic,No Action Taken
57008,White,No Action Taken
57010,Black,1 Day Suspension
57011,Black,No Action Taken
57012,Black,No Action Taken
57013,Black,No Action Taken
57014,Black,No Action Taken
57016,Black,No Action Taken
57017,Black,No Action Taken
57018,Hispanic,No Action Taken
57019,Black,No Action Taken
57020,Black,No Action Taken
57021,Black,No Action Taken
57025,White,No Action Taken
57028,Hispanic,No Action Taken
57029,Black,No Action Taken
57031,Black,No Action Taken
57033,Black,No Action Taken
57035,White,No Action Taken
57037,Black,No Action Taken
57039,Black,No Action Taken
57040,White,No Action Taken
57042,White,No Action Taken
57045,Black,No Action Taken
57047,Black,No Action Taken
57051,Black,No Action Taken
57063,Black,No Action Taken
57064,Black,No Action Taken
57067,Hispanic,No Action Taken
57069,Black,No Action Taken
57070,White,No Action Taken
57071,Black,No Action Taken
57075,Black,No Action Taken
57078,Hispanic,No Action Taken
57079,Black,No Action Taken
57080,White,No Action Taken
57082,Hispanic,No Action Taken
57088,White,No Action Taken
57089,Black,No Action Taken
57091,Black,Unknown
57092,Black,No Action Taken
57093,Black,No Action Taken
57095,White,No Action Taken
57096,Black,No Action Taken
57097,Hispanic,Unknown
57098,Black,No Action Taken
57105,Asian/Pacific Islander,No Action Taken
57108,Black,No Action Taken
57109,Native American/Alaskan Native,No Action Taken
57114,Hispanic,No Action Taken
57116,White,No Action Taken
57119,Black,No Action Taken
57123,Black,No Action Taken
57124,Black,No Action Taken
57125,Black,No Action Taken
57126,Black,No Action Taken
57127,Black,No Action Taken
57128,Black,No Action Taken
57132,Black,No Action Taken
57133,White,No Action Taken
57136,Black,No Action Taken
57138,Black,Unknown
57140,White,4 Day Suspension
57142,Black,No Action Taken
57145,Black,No Action Taken
57146,Black,Unknown
57147,Hispanic,No Action Taken
57151,Black,No Action Taken
57152,Black,No Action Taken
57154,Black,Unknown
57158,Black,No Action Taken
57159,Black,No Action Taken
57160,Black,No Action Taken
57163,White,No Action Taken
57168,Black,No Action Taken
57170,Black,No Action Taken
57174,Black,No Action Taken
57176,Hispanic,No Action Taken
57177,Black,No Action Taken
57181,Black,No Action Taken
57185,Black,No Action Taken
57192,White,No Action Taken
57195,Black,No Action Taken
57197,White,No Action Taken
57198,White,No Action Taken
57202,Black,No Action Taken
57203,Black,No Action Taken
57210,White,No Action Taken
57216,Black,No Action Taken
57218,Black,No Action Taken
57219,Black,No Action Taken
57223,Black,Reprimand
57223,Black,Violation Noted
57227,Black,No Action Taken
57230,Black,No Action Taken
57232,Black,No Action Taken
57234,Black,Unknown
57236,White,No Action Taken
57237,Black,No Action Taken
57238,Black,No Action Taken
57240,Black,Unknown
57242,Hispanic,No Action Taken
57244,Black,Penalty Not Served
57244,White,Penalty Not Served
57249,Black,No Action Taken
57255,Black,No Action Taken
57259,Black,No Action Taken
57260,Black,No Action Taken
57261,Hispanic,No Action Taken
57262,Black,No Action Taken
57264,Hispanic,No Action Taken
57265,Black,No Action Taken
57267,Black,No Action Taken
57270,Black,No Action Taken
57277,White,No Action Taken
57278,Black,No Action Taken
57279,Hispanic,No Action Taken
57280,Hispanic,No Action Taken
57282,Hispanic,No Action Taken
57285,Black,No Action Taken
57287,Black,No Action Taken
57290,Hispanic,No Action Taken
57292,Black,No Action Taken
57293,Black,No Action Taken
57296,Black,No Action Taken
57298,Black,No Action Taken
57303,Black,No Action Taken
57304,Black,No Action Taken
57306,White,No Action Taken
57308,Black,No Action Taken
57309,Black,No Action Taken
57315,Black,No Action Taken
57316,Black,Unknown
57317,Black,No Action Taken
57318,Hispanic,No Action Taken
57324,Black,No Action Taken
57325,Black,No Action Taken
57325,Black,Unknown
57327,White,No Action Taken
57333,Black,Unknown
57338,White,No Action Taken
57339,Hispanic,Unknown
57343,Black,No Action Taken
57344,White,Reprimand
57347,Black,No Action Taken
57348,White,No Action Taken
57352,Black,No Action Taken
57353,Black,No Action Taken
57355,Black,No Action Taken
57356,Black,No Action Taken
57359,Black,No Action Taken
57360,Black,No Action Taken
57366,Black,Unknown
57371,Black,No Action Taken
57372,Black,No Action Taken
57377,Black,No Action Taken
57381,White,No Action Taken
57383,Black,No Action Taken
57385,Hispanic,No Action Taken
57386,Black,No Action Taken
57388,Black,No Action Taken
57391,Black,No Action Taken
57392,Black,No Action Taken
57393,Hispanic,No Action Taken
57397,Black,No Action Taken
57399,White,No Action Taken
57401,Hispanic,No Action Taken
57404,Black,No Action Taken
57406,Hispanic,No Action Taken
57414,Black,No Action Taken
57415,Black,No Action Taken
57416,Black,No Action Taken
57421,Black,No Action Taken
57422,Black,2 Day Suspension
57423,Black,No Action Taken
57424,Black,No Action Taken
57425,Black,No Action Taken
57429,Black,No Action Taken
57431,Black,Unknown
57432,Black,No Action Taken
57433,Black,No Action Taken
57435,Black,No Action Taken
57437,White,No Action Taken
57438,Black,No Action Taken
57439,White,No Action Taken
57442,Black,No Action Taken
57448,White,No Action Taken
57454,White,No Action Taken
57456,Black,No Action Taken
57457,Black,No Action Taken
57461,Black,No Action Taken
57462,Black,No Action Taken
57464,Hispanic,No Action Taken
57476,Black,No Action Taken
57478,Black,No Action Taken
57482,Black,No Action Taken
57487,Black,No Action Taken
57491,White,No Action Taken
57497,Black,No Action Taken
57499,Black,No Action Taken
57500,Black,No Action Taken
57502,Black,Violation Noted
57503,Black,No Action Taken
57506,Hispanic,No Action Taken
57507,Asian/Pacific Islander,No Action Taken
57508,Black,Unknown
57515,Black,No Action Taken
57516,White,No Action Taken
57517,Black,No Action Taken
57519,Black,No Action Taken
57523,Black,No Action Taken
57525,Black,Violation Noted
57526,Black,No Action Taken
57529,Hispanic,No Action Taken
57530,Black,No Action Taken
57531,Black,No Action Taken
57533,Black,No Action Taken
57539,Black,No Action Taken
57544,Black,Unknown
57545,Black,No Action Taken
57548,Black,No Action Taken
57550,Black,Penalty Not Served
57552,Black,No Action Taken
57553,Black,No Action Taken
57555,Hispanic,No Action Taken
57563,Black,No Action Taken
57564,Black,No Action Taken
57565,Black,No Action Taken
57568,Black,No Action Taken
57569,Black,No Action Taken
57571,White,No Action Taken
57572,Hispanic,No Action Taken
57577,White,Unknown
57578,Black,No Action Taken
57581,Black,No Action Taken
57586,White,No Action Taken
57588,Black,No Action Taken
57589,Black,No Action Taken
57591,Hispanic,5 Day Suspension
57591,Hispanic,Reprimand
57593,Black,No Action Taken
57597,Black,No Action Taken
57598,Black,No Action Taken
57599,White,30 Day Suspension
57602,Black,No Action Taken
57604,Black,No Action Taken
57607,Black,No Action Taken
57610,Hispanic,Penalty Not Served
57611,Black,No Action Taken
57612,White,Unknown
57619,Black,No Action Taken
57620,Black,No Action Taken
57621,Black,No Action Taken
57623,White,No Action Taken
57624,White,No Action Taken
57626,White,No Action Taken
57628,Black,No Action Taken
57630,Black,No Action Taken
57633,White,No Action Taken
57634,Hispanic,No Action Taken
57637,Black,No Action Taken
57639,Black,No Action Taken
57641,Black,No Action Taken
57644,Black,No Action Taken
57647,Black,No Action Taken
57650,Black,No Action Taken
57651,White,No Action Taken
57653,White,No Action Taken
57654,Black,No Action Taken
57658,Black,No Action Taken
57661,Black,No Action Taken
57662,White,No Action Taken
57664,Black,No Action Taken
57668,Hispanic,No Action Taken
57670,Black,No Action Taken
57671,Black,No Action Taken
57672,Hispanic,No Action Taken
57673,Black,No Action Taken
57674,Black,No Action Taken
57676,Black,No Action Taken
57678,Black,No Action Taken
57683,Black,No Action Taken
57684,Hispanic,No Action Taken
57685,Black,Unknown
57687,Hispanic,No Action Taken
57691,Black,No Action Taken
57692,White,Unknown
57697,White,No Action Taken
57698,Black,1 Day Suspension
57699,White,No Action Taken
57701,Black,No Action Taken
57703,Black,No Action Taken
57706,Black,No Action Taken
57710,Black,No Action Taken
57714,Black,No Action Taken
57717,Black,No Action Taken
57718,Black,No Action Taken
57720,Hispanic,No Action Taken
57721,Black,No Action Taken
57722,Black,No Action Taken
57725,Black,No Action Taken
57726,Black,No Action Taken
57727,Black,No Action Taken
57728,Hispanic,No Action Taken
57729,Black,No Action Taken
57730,Black,No Action Taken
57734,White,30 Day Suspension
57735,White,25 Day Suspension
57737,Black,Reprimand
57741,White,Unknown
57744,White,No Action Taken
57747,White,No Action Taken
57749,Black,No Action Taken
57752,Black,No Action Taken
57755,Black,No Action Taken
57756,Black,No Action Taken
57759,White,No Action Taken
57762,Black,No Action Taken
57763,Black,No Action Taken
57764,Black,No Action Taken
57768,Black,No Action Taken
57770,Hispanic,No Action Taken
57772,Black,Unknown
57787,Black,No Action Taken
57791,Black,No Action Taken
57793,Hispanic,No Action Taken
57799,Black,No Action Taken
57801,Black,No Action Taken
57804,Black,No Action Taken
57806,Black,No Action Taken
57807,Black,No Action Taken
57813,White,No Action Taken
57814,White,15 Day Suspension
57822,Black,No Action Taken
57824,Hispanic,No Action Taken
57829,Black,No Action Taken
57831,Black,No Action Taken
57833,Black,No Action Taken
57836,Black,No Action Taken
57837,White,6 Day Suspension
57837,White,No Action Taken
57840,Black,No Action Taken
57841,Black,Resigned
57842,Black,No Action Taken
57843,Black,No Action Taken
57844,White,3 Day Suspension
57845,Black,No Action Taken
57846,Black,No Action Taken
57847,Black,No Action Taken
57849,Black,No Action Taken
57851,Black,No Action Taken
57853,Black,30 Day Suspension
57853,Black,No Action Taken
57853,White,30 Day Suspension
57853,White,No Action Taken
57857,Black,Unknown
57859,Black,No Action Taken
57860,Black,No Action Taken
57861,Black,No Action Taken
57863,Black,No Action Taken
57864,Hispanic,No Action Taken
57869,White,No Action Taken
57874,Black,No Action Taken
57875,White,No Action Taken
57880,White,1 Day Suspension
57881,Black,No Action Taken
57882,Hispanic,No Action Taken
57883,Black,No Action Taken
57884,Black,No Action Taken
57886,Asian/Pacific Islander,No Action Taken
57888,Black,No Action Taken
57889,Black,No Action Taken
57890,Black,No Action Taken
57891,Black,No Action Taken
57893,Black,No Action Taken
57894,Black,No Action Taken
57895,Hispanic,No Action Taken
57896,Black,No Action Taken
57900,Black,No Action Taken
57903,Black,No Action Taken
57904,Black,Unknown
57910,Black,No Action Taken
57911,White,No Action Taken
57916,Black,No Action Taken
57919,Black,No Action Taken
57921,Black,No Action Taken
57923,Black,No Action Taken
57923,Black,Penalty Not Served
57923,Black,Reprimand
57926,Black,No Action Taken
57927,Black,No Action Taken
57929,Black,2 Day Suspension
57930,White,No Action Taken
57934,Hispanic,No Action Taken
57935,Black,No Action Taken
57936,Black,No Action Taken
57939,Hispanic,No Action Taken
57946,Black,No Action Taken
57947,Black,Unknown
57948,White,No Action Taken
57949,Black,No Action Taken
57950,White,No Action Taken
57952,Black,No Action Taken
57954,White,No Action Taken
57956,Hispanic,No Action Taken
57958,Black,No Action Taken
57963,Black,Unknown
57965,White,No Action Taken
57966,Black,No Action Taken
57971,Hispanic,No Action Taken
57975,Black,No Action Taken
57977,Black,No Action Taken
57978,White,No Action Taken
57983,Black,No Action Taken
57986,Hispanic,No Action Taken
57987,Black,No Action Taken
57987,Black,Resigned
57989,Black,No Action Taken
57990,Black,No Action Taken
57992,Black,No Action Taken
57995,Black,Unknown
57997,Asian/Pacific Islander,No Action Taken
57998,Black,No Action Taken
58001,Black,No Action Taken
58005,Black,No Action Taken
58006,White,No Action Taken
58007,Black,No Action Taken
58008,White,No Action Taken
58010,Black,No Action Taken
58013,White,No Action Taken
58014,Black,No Action Taken
58015,Black,No Action Taken
58021,Black,No Action Taken
58023,Black,No Action Taken
58025,Black,No Action Taken
58027,Black,No Action Taken
58028,Black,No Action Taken
58030,Black,No Action Taken
58031,Hispanic,No Action Taken
58032,White,No Action Taken
58038,Black,No Action Taken
58040,Black,No Action Taken
58041,Black,No Action Taken
58045,Black,No Action Taken
58047,Black,No Action Taken
58048,Black,No Action Taken
58049,Black,No Action Taken
58053,Black,No Action Taken
58054,Black,No Action Taken
58063,Black,No Action Taken
58064,Black,No Action Taken
58070,Black,No Action Taken
58072,Black,No Action Taken
58074,Black,No Action Taken
58075,Black,No Action Taken
58076,Black,No Action Taken
58077,White,No Action Taken
58079,White,Unknown
58081,White,Reprimand
58082,Black,No Action Taken
58083,Black,No Action Taken
58084,Black,No Action Taken
58085,Black,No Action Taken
58086,Hispanic,No Action Taken
58088,Black,No Action Taken
58090,Black,No Action Taken
58093,Black,No Action Taken
58093,Black,Resigned
58098,Black,10 Day Suspension
58098,Black,No Action Taken
58098,White,10 Day Suspension
58098,White,No Action Taken
58099,Black,No Action Taken
58100,Black,No Action Taken
58102,Hispanic,No Action Taken
58107,Black,No Action Taken
58108,Black,No Action Taken
58109,Black,No Action Taken
58110,Black,No Action Taken
58111,Black,No Action Taken
58113,Black,No Action Taken
58114,White,30 Day Suspension
58115,Black,No Action Taken
58117,Black,No Action Taken
58121,Black,No Action Taken
58122,Black,No Action Taken
58123,Black,No Action Taken
58125,Hispanic,No Action Taken
58128,Black,No Action Taken
58131,Black,Reprimand
58132,Black,No Action Taken
58138,Black,No Action Taken
58140,Black,No Action Taken
58143,Black,No Action Taken
58145,White,No Action Taken
58152,Black,No Action Taken
58157,Black,No Action Taken
58158,Asian/Pacific Islander,Reprimand
58159,Black,No Action Taken
58162,Black,Unknown
58166,Black,No Action Taken
58168,White,25 Day Suspension
58168,White,30 Day Suspension
58168,White,3 Day Suspension
58168,White,45 Day Suspension
58168,White,5 Day Suspension
58168,White,Penalty Not Served
58171,Black,No Action Taken
58172,Black,No Action Taken
58176,Black,No Action Taken
58178,Black,No Action Taken
58179,Black,Unknown
58182,White,No Action Taken
58185,White,No Action Taken
58187,Black,No Action Taken
58191,White,No Action Taken
58192,White,No Action Taken
58194,Hispanic,No Action Taken
58197,White,No Action Taken
58200,Black,No Action Taken
58202,Black,No Action Taken
58202,Black,Unknown
58205,Black,Unknown
58206,Black,No Action Taken
58208,White,No Action Taken
58211,White,No Action Taken
58212,Black,No Action Taken
58215,Black,Unknown
58217,Black,No Action Taken
58220,Black,No Action Taken
58222,Black,No Action Taken
58227,White,No Action Taken
58229,White,No Action Taken
58234,Black,No Action Taken
58237,White,No Action Taken
58242,Black,No Action Taken
58243,White,No Action Taken
58246,White,No Action Taken
58248,Black,No Action Taken
58252,Hispanic,No Action Taken
58254,Black,Unknown
58256,Black,No Action Taken
58258,Black,No Action Taken
58259,Black,No Action Taken
58261,Black,Unknown
58263,Black,No Action Taken
58265,Black,No Action Taken
58267,Black,No Action Taken
58268,Hispanic,No Action Taken
58270,Black,No Action Taken
58270,White,No Action Taken
58271,White,No Action Taken
58274,Black,No Action Taken
58275,Black,No Action Taken
58277,White,No Action Taken
58280,Black,No Action Taken
58280,White,No Action Taken
58283,Black,No Action Taken
58286,Black,No Action Taken
58293,Black,No Action Taken
58294,Black,No Action Taken
58297,Black,No Action Taken
58298,Black,No Action Taken
58302,Black,No Action Taken
58305,Black,No Action Taken
58311,Black,No Action Taken
58315,Black,No Action Taken
58316,Black,Unknown
58317,Black,20 Day Suspension
58317,Black,25 Day Suspension
58317,Black,No Action Taken
58317,Black,Separation
58319,Black,No Action Taken
58326,Black,No Action Taken
58328,Black,No Action Taken
58332,Black,No Action Taken
58333,Black,No Action Taken
58339,Black,No Action Taken
58343,Black,No Action Taken
58346,Hispanic,No Action Taken
58347,Black,No Action Taken
58351,White,No Action Taken
58355,Black,No Action Taken
58355,Black,Unknown
58358,Black,No Action Taken
58360,Black,No Action Taken
58362,Hispanic,No Action Taken
58364,Black,No Action Taken
58365,White,No Action Taken
58369,Black,No Action Taken
58373,White,No Action Taken
58374,Black,No Action Taken
58375,White,No Action Taken
58376,Black,Unknown
58377,Black,No Action Taken
58380,Black,No Action Taken
58382,Black,No Action Taken
58383,Black,No Action Taken
58384,Black,No Action Taken
58385,White,No Action Taken
58386,Black,No Action Taken
58391,Black,No Action Taken
58395,Black,No Action Taken
58396,Black,No Action Taken
58400,Black,No Action Taken
58402,Black,No Action Taken
58403,Black,No Action Taken
58406,White,No Action Taken
58408,Hispanic,No Action Taken
58410,Asian/Pacific Islander,Unknown
58411,Black,No Action Taken
58412,Black,No Action Taken
58416,White,No Action Taken
58420,White,No Action Taken
58421,Black,25 Day Suspension
58424,Black,No Action Taken
58425,White,No Action Taken
58426,Black,Unknown
58428,Black,Unknown
58431,Hispanic,No Action Taken
58433,White,No Action Taken
58434,Black,No Action Taken
58435,Black,No Action Taken
58441,Black,No Action Taken
58443,Black,No Action Taken
58446,Black,Separation
58446,White,Separation
58449,Black,No Action Taken
58453,White,No Action Taken
58454,White,No Action Taken
58456,White,No Action Taken
58457,Hispanic,No Action Taken
58458,Black,No Action Taken
58462,White,No Action Taken
58465,Black,No Action Taken
58468,Black,No Action Taken
58469,White,No Action Taken
58471,Black,No Action Taken
58472,Hispanic,No Action Taken
58482,Black,No Action Taken
58483,Black,No Action Taken
58484,Black,No Action Taken
58486,Hispanic,Unknown
58489,Black,No Action Taken
58490,Hispanic,No Action Taken
58496,Black,No Action Taken
58503,White,No Action Taken
58504,Black,No Action Taken
58506,Asian/Pacific Islander,No Action Taken
58513,Black,No Action Taken
58514,Black,No Action Taken
58515,White,No Action Taken
58517,Black,No Action Taken
58523,White,No Action Taken
58524,White,No Action Taken
58525,Black,No Action Taken
58531,Hispanic,No Action Taken
58532,Black,No Action Taken
58534,Black,No Action Taken
58535,White,Reprimand
58537,Black,No Action Taken
58539,Black,No Action Taken
58544,Black,No Action Taken
58546,Black,No Action Taken
58547,Black,No Action Taken
58547,Black,Unknown
58547,Hispanic,No Action Taken
58547,Hispanic,Unknown
58547,White,No Action Taken
58547,White,Unknown
58549,Black,No Action Taken
58550,Black,No Action Taken
58554,Hispanic,No Action Taken
58556,Black,No Action Taken
58558,Black,No Action Taken
58559,Black,No Action Taken
58560,Black,No Action Taken
58564,Hispanic,No Action Taken
58565,White,No Action Taken
58567,White,No Action Taken
58568,Hispanic,No Action Taken
58569,Black,No Action Taken
58570,Black,No Action Taken
58572,Black,No Action Taken
58573,Black,No Action Taken
58575,Black,No Action Taken
58576,Black,No Action Taken
58580,Hispanic,No Action Taken
58582,Black,No Action Taken
58584,Black,No Action Taken
58585,Black,No Action Taken
58586,Black,No Action Taken
58586,White,No Action Taken
58587,Black,No Action Taken
58588,Hispanic,No Action Taken
58591,Black,No Action Taken
58594,White,No Action Taken
58598,Black,No Action Taken
58599,White,No Action Taken
58600,White,No Action Taken
58602,Black,Separation
58604,Black,No Action Taken
58605,Black,No Action Taken
58611,Hispanic,No Action Taken
58612,White,No Action Taken
58613,White,No Action Taken
58618,Black,No Action Taken
58619,Black,No Action Taken
58620,White,1 Day Suspension
58621,Black,No Action Taken
58629,Black,No Action Taken
58632,Black,No Action Taken
58636,Black,1 Day Suspension
58637,Black,Unknown
58639,Black,No Action Taken
58640,Black,No Action Taken
58643,Black,No Action Taken
58644,White,Unknown
58648,Black,No Action Taken
58649,Black,No Action Taken
58651,Black,No Action Taken
58652,Black,No Action Taken
58653,Black,No Action Taken
58654,Black,No Action Taken
58655,Black,No Action Taken
58656,Black,No Action Taken
58657,Black,No Action Taken
